type,text
ham,How much it will cost approx . Per month.
ham,"Cool, text me when you're parked"
ham,I can send you a pic if you like :)
ham,Great. Have a safe trip. Dont panic surrender all.
ham,Enjoy urself tmr...
ham,We are okay. Going to sleep now. Later
ham,I accidentally brought em home in the box
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Esplanade lor. Where else...
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,I cant pick the phone right now. Pls send a message
ham,Haven't left yet so probably gonna be here til dinner
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,No message..no responce..what happend?
ham,Ok... Take ur time n enjoy ur dinner...
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,Can you say what happen
ham,Mom wants to know where you at
ham,Hey r u still online? I've finished the formatting...
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,"Velly good, yes please!"
ham,I have printed it oh. So  #  come upstairs
ham,"Awesome, lemme know whenever you're around"
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,I want to go to perumbavoor
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,And popping # ibuprofens was no help.
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,Can you open the door?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,Yo theres no class tmrw right?
ham,How come?
ham,When can u come out?
ham,Shhhhh nobody is supposed to know!
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,What happen dear. Why you silent. I am tensed
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Wat's da model num of ur phone?
ham,I luv u soo much u don’t understand how special u r 2 me ring u 2morrow luv u xxx
ham,"It's wylie, you in tampa or sarasota?"
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
ham,LOL ... No just was busy
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,Feel like trying kadeem again? :V
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Why do you ask princess?
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,What makes you most happy?
ham,Dear are you angry i was busy dear
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
spam,08714712388 between 10am-7pm Cost 10p
ham,Dai what this da.. Can i send my resume to this id.
ham,"Sir, i am waiting for your call, once free please call me."
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,"Total disappointment, when I texted you was the craziest stuff got :("
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,Okay but i thought you were the expert
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,Hahaha..use your brain dear
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
spam,You have 1 new voicemail. Please call 08719181513.
ham,Goodmorning sleeping ga.
ham,Ok lor... But buy wat?
ham,Thank you princess! You are so sexy...
ham,S da..al r above  #
ham,I was just callin to say hi. Take care bruv!
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,Serious? What like proper tongued her
ham,At 7 we will go ok na.
ham,How much is blackberry bold2 in nigeria.
ham,Dear we got  #  dollars hi hi
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,Beauty sleep can help ur pimples too.
ham,"It's that time of the week again, ryan"
ham,Why she wants to talk to me
ham,I'm vivek:)i got call from your number.
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,This phone has the weirdest auto correct.
ham,How long does it take to get it.
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,Not able to do anything.
ham,"life alle mone,eppolum oru pole allalo"
ham,K k:) sms chat with me.
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,Ya even those cookies have jelly on them
ham,Ok... I din get ur msg...
ham,"I get out of class in bsn in like  #  minutes, you know where advising is?"
ham,Can u all decide faster cos my sis going home liao..
ham,"There're some people by mu, I'm at the table by lambda"
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Do you know when the result.
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham,No plans yet. What are you doing ?
ham,Great! So what attracts you to the brothas?
ham,How much u trying to get?
ham,My exam is for february 4. Wish you a great day.
ham,"It could work, we'll reach a consensus at the next meeting"
ham,"Yes but i dont care! I need you bad, princess!"
ham,Rats. Hey did u ever vote for the next themes?
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,ok....take care.umma to you too...
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Chk in ur belovd ms dict
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,"I just got home babe, are you still awake ?"
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,You call him now ok i said call him
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Good words.... But words may leave u in dismay many times.
ham,Wishing you and your family Merry X mas and HAPPY NEW Year in advance..
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,Ok lor.
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
ham,"Haha get used to driving to usf man, I know a lot of stoners"
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
ham,i want to grasp your pretty booty :)
ham,Thats cool. I want to please you...
ham,U need my presnts always bcz U cant mis love. jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,Not sure I have the stomach for it ...
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,How much is torch in 9ja.
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham,Tell them no need to investigate about me anywhere.
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,"Hiya, probably coming home * weekend after next"
spam,INTERFLORA - “It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham,Nobody can decide where to eat and dad wants Chinese
ham,Dunno he jus say go lido. Same time 930.
ham,"Nope, I'm still in the market"
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,Its normally hot mail. Com you see!
ham,Hey. You got any mail?
ham,"# %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  #  frnds in #  mins whn u read..."
